Station Name: Markree
Station Height: 34 M 
Latitude:54.172  ,Longitude: -8.453


date:  -  00 to 00 utc
rain:  -  Precipitation Amount (mm)
maxtp: -  Maximum Air Temperature (C)	  
mintp: -  Minimum  Air Temperature (C)
gmin:  -  09utc Grass Minimum Temperature (C)
soil:  -  Mean 10cm soil temperature (C)
cbl:   -  Mean CBL Pressure (hpa)
ind:   -  Indicator (i)

date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,soil
14-dec-2012,0,6.6,0,1.9,0,-1.9,0,9.8,974.9,3.872
15-dec-2012,0,8.9,0,0.3,0,-3.5,0,0.6,978.2,3.687
16-dec-2012,0,7.6,0,4.1,0,-0.7,0,2.4,984.1,4.076
17-dec-2012,0,8.4,0,1.4,0,2.5,0,8.5,995.8,5.032
18-dec-2012,0,5.9,0,-0.8,0,-3.8,0,0.0,1008.0,3.549
19-dec-2012,0,9.3,0,5.8,0,-0.6,0,7.5,1000.4,5.048
20-dec-2012,0,7.4,0,5.4,0,2.9,0,0.6,996.6,5.743
21-dec-2012,0,7.4,0,4.2,0,4.3,0,0.5,999.9,5.885
22-dec-2012,0,12.9,0,7.3,0,5.1,0,12.1,987.0,7.592
23-dec-2012,0,11.4,0,5.3,0,3.6,0,1.0,984.7,7.056
24-dec-2012,0,7.8,0,3.4,0,0.4,0,1.8,988.3,5.575
25-dec-2012,0,7.4,0,1.9,0,-0.8,0,1.6,988.3,4.976
26-dec-2012,0,7.5,0,2.6,0,-3.0,0,7.9,990.5,4.245
27-dec-2012,0,8.5,0,-0.3,0,-3.4,0,4.7,998.4,3.794
28-dec-2012,0,12.5,0,5.2,0,-0.6,0,4.1,992.3,6.765
29-dec-2012,0,9.7,0,1.7,0,2.8,0,4.5,987.0,5.725
30-dec-2012,0,10.6,0,1.3,0,-0.8,0,10.4,991.4,4.427
31-dec-2012,0,10.5,0,2.9,0,2.9,0,2.6,988.1,6.178
01-jan-2013,0,8.3,0,2.7,0,-0.1,0,1.5,1003.9,4.376
02-jan-2013,0,12.1,0,6.6,0,2.7,0,1.3,1015.6,6.881
03-jan-2013,0,11.4,0,10.2,0,9.5,0,0.2,1024.0,8.587
04-jan-2013,0,10.6,0,8.6,0,5.7,0,0.0,1026.2,8.325
05-jan-2013,0,11.3,0,5.6,0,7.8,0,5.0,1022.9,8.075
06-jan-2013,0,10.8,0,6.7,0,0.2,0,13.8,1021.3,8.042
07-jan-2013,0,11.7,0,9.3,0,8.8,0,15.3,1012.4,9.017
08-jan-2013,0,11.9,0,-0.7,0,4.0,0,3.2,1014.0,8.232
09-jan-2013,0,2.7,0,-1.6,0,-6.2,0,0.0,1016.3,4.302
10-jan-2013,0,7.7,0,-0.2,0,-5.6,0,0.6,1009.7,3.618
11-jan-2013,0,6.5,0,-2.0,0,-7.2,0,0.0,1007.8,3.111
12-jan-2013,0,7.3,0,-2.1,0,-2.6,0,0.1,1009.4,3.925
13-jan-2013,0,6.4,0,-2.7,0,-7.6,0,5.4,1015.3,2.838
14-jan-2013,0,7.1,0,1.6,0,-0.7,0,4.9,1011.7,4.080
15-jan-2013,0,3.2,0,-2.2,0,-6.8,0,0.1,1006.3,2.353
16-jan-2013,0,4.8,0,2.4,0,-5.7,0,4.2,1004.3,3.617
17-jan-2013,0,8.7,0,4.0,0,3.1,0,4.7,998.5,4.870
18-jan-2013,0,7.8,0,1.1,0,-0.1,0,24.6,987.5,4.515
19-jan-2013,0,3.3,0,1.3,0,-0.7,0,0.1,992.4,3.678
20-jan-2013,0,3.0,0,0.5,0,-0.7,0,0.0,994.0,2.832
21-jan-2013,0,3.5,0,-1.2,0,-3.9,0,0.0,990.8,2.339
22-jan-2013,0,2.3,0,-1.4,0,-4.4,0,0.4,996.8,2.130
23-jan-2013,0,4.3,0,-1.9,0,-6.9,0,0.0,1004.1,1.957
24-jan-2013,0,4.9,0,-2.8,0,-8.8,0,1.6,1007.8,1.688
25-jan-2013,0,8.4,0,4.6,0,-2.8,0,13.9,997.3,3.935
26-jan-2013,0,10.4,0,-0.1,0,-3.4,0,17.2,987.8,3.785
27-jan-2013,0,6.2,0,2.2,0,-1.4,0,4.5,982.5,4.100
28-jan-2013,0,10.2,0,3.1,0,-0.5,0,6.4,983.7,3.966
29-jan-2013,0,12.7,0,5.9,0,3.5,0,1.6,984.1,5.564
30-jan-2013,0,8.5,0,4.4,0,1.0,0,5.5,994.9,4.406
31-jan-2013,0,9.2,0,4.4,0,0.7,0,6.7,994.8,4.780
01-feb-2013,0,7.7,0,1.0,0,-0.9,0,2.4,1001.3,4.320
02-feb-2013,0,7.8,0,-0.9,0,-5.6,0,3.8,1015.8,3.771
03-feb-2013,0,10.9,0,5.9,0,-4.6,0,4.1,1010.0,6.159
04-feb-2013,0,8.0,0,0.8,0,3.0,0,5.2,1003.9,5.391
05-feb-2013,0,8.7,0,0.3,0,-1.0,0,7.8,1001.0,3.247
06-feb-2013,0,7.2,0,-0.4,0,-0.3,0,1.6,1015.3,3.716
07-feb-2013,0,8.5,0,-0.6,0,-4.3,0,12.1,1017.6,3.339
08-feb-2013,0,9.4,0,5.6,0,2.1,0,1.1,1020.2,5.042
09-feb-2013,0,9.1,0,5.7,0,0.4,0,3.9,1008.3,6.016
10-feb-2013,0,7.2,0,4.0,0,5.6,0,17.1,992.0,6.453
11-feb-2013,0,4.4,0,3.0,0,-0.1,0,0.3,997.3,5.185
12-feb-2013,0,5.0,0,2.7,0,1.9,0,0.6,1007.8,4.697
13-feb-2013,0,10.9,0,4.2,0,2.9,0,9.9,1002.4,5.887
14-feb-2013,0,9.5,0,3.8,0,0.4,0,1.6,1006.4,5.743
15-feb-2013,0,9.8,0,0.6,0,-2.2,0,0.4,1014.1,5.358
16-feb-2013,0,11.5,0,6.7,0,2.5,0,0.3,1011.1,7.054
17-feb-2013,0,10.7,0,4.5,0,5.4,0,0.0,1007.7,7.027
18-feb-2013,0,8.4,0,1.3,0,-4.7,0,0.0,1011.1,5.049
19-feb-2013,0,9.6,0,0.2,0,-0.7,0,0.0,1012.6,5.703
20-feb-2013,0,8.6,0,-1.7,0,-9.0,0,0.0,1013.4,4.158
21-feb-2013,0,5.5,0,-0.8,0,-0.2,0,0.0,1015.1,4.182
22-feb-2013,0,2.2,0,-0.4,0,-5.0,0,0.0,1018.9,2.608
23-feb-2013,0,2.7,0,-4.1,0,-2.7,0,0.0,1022.5,2.531
24-feb-2013,0,5.7,0,-6.9,0,-12.3,0,0.0,1025.8,1.872
25-feb-2013,0,7.4,0,-7.0,0,-12.6,0,0.0,1029.7,1.908
26-feb-2013,0,6.7,0,-5.6,0,-10.4,0,0.0,1032.8,2.447
27-feb-2013,0,4.5,0,2.7,0,-1.3,0,0.0,1034.1,3.974
28-feb-2013,0,9.8,0,2.4,0,2.3,0,0.0,1031.4,4.975
01-mar-2013,0,10.9,0,2.0,0,-1.6,0,0.0,1028.8,6.363
02-mar-2013,0,8.6,0,2.7,0,-2.5,0,0.0,1024.9,6.133
03-mar-2013,0,7.5,0,1.1,0,3.4,0,0.0,1017.3,5.900
04-mar-2013,0,5.6,0,2.0,0,-5.3,0,0.0,1007.5,4.794
05-mar-2013,0,9.9,0,-1.0,0,-5.3,0,0.7,999.1,5.644
06-mar-2013,0,9.1,0,4.9,0,2.6,0,4.2,994.2,6.297
07-mar-2013,0,10.1,0,6.9,0,5.6,0,2.1,989.5,7.031
08-mar-2013,0,11.2,0,6.5,0,6.0,0,1.9,989.7,7.462
09-mar-2013,0,8.9,0,3.8,0,5.6,0,0.1,997.8,7.308
10-mar-2013,0,5.2,0,-0.4,0,1.5,0,0.0,1007.6,4.932
11-mar-2013,0,2.4,0,-2.4,0,-6.9,0,0.0,1015.4,2.716
12-mar-2013,0,6.6,0,-7.6,0,-13.7,0,0.4,1015.3,2.441
13-mar-2013,0,7.6,0,-2.4,0,-6.9,0,3.2,1013.9,3.768
14-mar-2013,0,8.5,0,-2.5,0,-8.0,0,3.9,1006.6,4.163
15-mar-2013,0,7.4,0,-1.7,0,0.5,0,2.8,993.6,5.595
16-mar-2013,0,7.4,0,-3.9,0,-8.1,0,0.1,989.1,4.568
17-mar-2013,0,7.6,0,0.4,0,-5.5,0,1.3,986.0,4.831
18-mar-2013,0,7.6,0,-2.6,0,-7.6,0,0.1,990.5,4.722
19-mar-2013,0,4.3,0,-0.7,0,-5.5,0,0.0,996.2,4.019
20-mar-2013,0,6.8,0,-0.2,0,-3.6,0,0.0,1001.7,4.732
21-mar-2013,0,5.9,0,2.2,0,-1.0,0,6.9,999.7,4.013
22-mar-2013,0,5.3,0,2.7,0,1.7,0,6.9,995.4,4.352
23-mar-2013,0,4.9,0,2.2,0,2.7,0,0.1,1004.1,4.318
24-mar-2013,0,2.6,0,1.6,0,1.7,0,0.0,1011.6,3.293
25-mar-2013,0,5.3,0,-0.6,0,-0.6,0,0.0,1015.3,3.451
26-mar-2013,0,4.7,0,-0.8,0,-2.4,0,0.0,1015.4,3.393
27-mar-2013,0,5.6,0,-1.7,0,-3.3,0,0.0,1013.3,3.636
28-mar-2013,0,5.0,0,-4.6,0,-5.4,0,0.0,1010.5,2.809
29-mar-2013,0,6.2,0,-3.6,0,-2.1,0,0.0,1006.4,3.722
30-mar-2013,0,7.1,0,-5.1,0,-6.1,0,0.0,1008.2,3.770
31-mar-2013,0,5.7,0,-1.3,0,-3.1,0,0.0,1006.3,3.419
01-apr-2013,0,5.2,0,1.1,0,-1.9,0,0.0,1007.1,3.621
02-apr-2013,0,9.3,0,-2.8,0,-3.3,0,0.0,1013.8,5.117
03-apr-2013,0,9.8,0,-4.2,0,-5.7,0,0.0,1019.4,5.356
04-apr-2013,0,9.3,0,-3.3,0,-4.9,0,0.0,1019.8,5.286
05-apr-2013,0,9.8,0,-6.0,0,-6.3,0,0.0,1020.8,4.815
06-apr-2013,0,11.3,0,-5.6,0,-6.3,0,0.0,1019.8,5.574
07-apr-2013,0,8.7,0,-2.0,0,-4.3,0,0.0,1010.8,5.625
08-apr-2013,0,10.0,0,2.2,0,-1.9,0,0.0,999.8,6.067
09-apr-2013,0,9.1,0,-1.2,0,-1.1,0,0.0,996.8,6.117
10-apr-2013,0,9.9,0,-2.0,0,-3.6,0,0.1,995.8,6.006
11-apr-2013,0,9.9,0,5.1,0,3.5,0,5.7,989.6,7.336
12-apr-2013,0,9.5,0,-1.4,0,1.4,0,0.1,994.7,7.882
13-apr-2013,0,12.1,0,-2.1,0,-3.0,0,5.5,993.6,6.645
14-apr-2013,0,13.9,0,9.1,0,7.7,0,5.9,989.7,9.118
15-apr-2013,0,15.1,0,5.8,0,3.5,0,5.2,993.6,9.907
16-apr-2013,0,12.4,0,5.7,0,6.9,0,1.8,995.8,9.413
17-apr-2013,0,14.8,0,5.9,0,3.6,0,18.4,992.2,9.560
18-apr-2013,0,10.5,0,5.9,0,4.9,0,5.7,1001.4,9.432
19-apr-2013,0,13.1,0,1.3,0,0.7,0,0.0,1021.8,9.160
20-apr-2013,0,12.8,0,4.2,0,2.2,0,0.2,1019.8,9.132
21-apr-2013,0,12.2,0,5.3,0,4.5,0,7.8,1011.0,9.925
22-apr-2013,0,13.6,0,6.5,0,6.5,0,3.1,1006.6,10.090
23-apr-2013,0,13.9,0,7.5,0,4.4,0,1.4,1012.4,9.668
24-apr-2013,0,11.8,0,5.3,0,8.1,0,4.2,1015.7,11.080
25-apr-2013,0,10.3,0,2.9,0,5.9,0,3.6,1018.2,10.335
26-apr-2013,0,8.2,0,2.6,0,0.1,0,6.2,1017.3,8.700
27-apr-2013,0,9.6,0,3.3,0,0.5,0,0.5,1016.7,8.852
28-apr-2013,0,10.2,0,4.9,0,6.4,0,4.9,1010.3,9.540
29-apr-2013,0,10.6,0,2.9,0,2.4,0,2.5,1015.0,9.328
30-apr-2013,0,10.7,0,0.3,0,-0.2,0,0.3,1021.9,9.455
01-may-2013,0,10.9,0,4.8,0,5.2,0,0.8,1020.5,11.100
02-may-2013,0,12.5,0,4.8,0,4.2,0,1.2,1017.2,10.182
03-may-2013,0,11.8,0,6.0,0,8.4,0,9.3,1009.4,10.560
04-may-2013,0,12.9,0,1.5,0,-1.3,0,0.1,1007.8,9.565
05-may-2013,0,14.2,0,8.6,0,6.0,0,0.4,1010.6,11.102
06-may-2013,0,15.6,0,10.0,0,9.5,0,0.0,1011.0,11.830
07-may-2013,0,18.7,0,7.4,0,4.9,0,0.3,1004.8,12.273
08-may-2013,0,13.4,0,6.1,0,9.7,0,13.1,992.1,12.300
09-may-2013,0,10.6,0,5.9,0,5.4,0,12.5,989.5,10.685
10-may-2013,0,11.7,0,6.7,0,6.6,0,7.7,999.2,11.355
11-may-2013,0,10.5,0,5.3,0,5.7,0,5.7,1005.2,11.230
12-may-2013,0,12.9,0,4.9,0,3.0,0,4.6,1006.9,10.530
13-may-2013,0,10.3,0,4.0,0,1.4,0,4.8,1002.6,9.620
14-may-2013,0,11.1,0,3.4,0,0.6,0,3.6,995.4,9.560
15-may-2013,0,9.7,0,5.4,0,-0.0,0,2.2,996.4,9.885
16-may-2013,0,11.0,0,5.1,0,4.7,0,3.9,996.7,10.770
17-may-2013,0,14.1,0,2.8,0,-1.2,0,2.6,1006.3,12.005
18-may-2013,0,9.6,0,6.9,0,1.2,0,13.0,1007.0,10.278
19-may-2013,0,14.2,0,8.4,0,8.3,0,0.0,1009.1,11.540
20-may-2013,0,11.0,0,9.0,0,9.9,0,1.4,1016.5,11.680
21-may-2013,0,12.0,0,8.2,0,8.1,0,0.5,1019.2,12.155
22-may-2013,0,12.0,0,7.2,0,6.2,0,0.3,1021.2,12.387
23-may-2013,0,10.8,0,5.7,0,1.7,0,3.2,1018.7,11.375
24-may-2013,0,12.3,0,5.7,0,3.2,0,0.0,1017.8,10.955
25-may-2013,0,14.9,0,5.3,0,3.6,0,3.0,1018.2,12.052
26-may-2013,0,15.0,0,8.6,0,8.8,0,4.6,1007.5,12.738
27-may-2013,0,13.6,0,7.4,0,7.3,0,5.3,994.4,13.448
28-may-2013,0,13.7,0,6.4,0,5.1,0,11.3,998.4,13.208
29-may-2013,2,18.6,2,6.7,0,4.2,8, , ,13.343
30-may-2013,0,13.4,0,8.9,4, ,0,0.0,1016.3,14.382
31-may-2013,0,13.2,0,7.3,0,10.2,0,0.9,1019.8,14.748
01-jun-2013,0,13.6,0,7.8,0,4.5,0,0.3,1023.5,13.887
02-jun-2013,0,17.0,0,9.6,0,8.5,0,0.2,1026.1,15.165
03-jun-2013,0,18.5,0,11.8,0,10.9,0,0.0,1027.7,16.033
04-jun-2013,0,21.7,0,8.4,0,4.3,0,0.0,1023.7,16.958
05-jun-2013,0,22.0,0,4.0,0,1.0,0,0.0,1018.0,17.105
06-jun-2013,0,22.4,0,6.2,0,3.4,0,0.0,1019.0,18.095
07-jun-2013,0,23.4,0,7.5,0,4.8,0,0.0,1021.2,19.450
08-jun-2013,0,21.9,0,6.7,0,3.2,0,0.0,1018.2,19.940
09-jun-2013,0,23.2,0,7.0,0,4.4,0,0.0,1011.1,19.780
10-jun-2013,0,17.6,0,8.9,0,4.5,0,0.4,1005.3,17.590
11-jun-2013,0,16.6,0,10.6,0,10.9,0,24.5,1001.0,15.552
12-jun-2013,0,16.7,0,9.9,0,6.3,0,1.8,999.8,16.585
13-jun-2013,0,14.5,0,8.4,0,9.8,0,8.8,1003.0,15.745
14-jun-2013,0,15.3,0,8.3,0,4.3,0,12.8,999.3,14.312
15-jun-2013,0,15.4,0,6.9,0,4.9,0,0.1,998.0,14.253
16-jun-2013,0,15.6,0,7.3,0,4.0,0,0.0,1006.3,14.327
17-jun-2013,0,17.4,0,10.0,0,9.0,0,0.0,1011.7,15.670
18-jun-2013,0,17.8,0,7.4,0,4.9,0,0.0,1012.0,15.997
19-jun-2013,0,17.5,0,6.7,0,3.8,0,0.0,1012.8,16.112
20-jun-2013,0,18.2,0,11.1,0,10.6,0,1.7,1008.2,16.103
21-jun-2013,0,17.1,0,10.8,0,11.2,0,3.8,1000.6,16.690
22-jun-2013,0,14.4,0,10.4,0,9.7,0,10.1,995.2,15.630
23-jun-2013,0,13.3,0,10.3,0,10.8,0,3.5,1009.8,14.372
24-jun-2013,0,15.4,0,6.8,0,7.2,0,0.1,1020.5,15.210
25-jun-2013,0,17.8,0,5.4,0,3.9,0,0.2,1025.1,15.130
26-jun-2013,0,16.3,0,4.4,0,2.9,0,0.0,1029.2,15.988
27-jun-2013,0,16.3,0,6.9,0,2.7,0,4.3,1025.0,15.210
28-jun-2013,0,15.7,0,10.4,0,11.4,0,0.2,1018.6,15.483
29-jun-2013,0,20.6,0,10.4,0,8.0,0,0.6,1018.5,15.935
30-jun-2013,0,15.6,0,10.4,0,12.4,0,1.6,1014.2,16.070
01-jul-2013,0,16.0,0,10.2,0,8.8,0,0.0,1008.8,15.462
02-jul-2013,0,15.8,0,10.1,0,9.5,0,10.3,999.1,14.345
03-jul-2013,0,18.1,0,11.6,0,10.8,0,0.6,1000.8,15.660
04-jul-2013,0,15.9,0,12.5,0,13.3,0,3.7,1011.0,16.417
05-jul-2013,0,19.9,0,11.1,0,8.9,0,0.0,1021.3,17.407
06-jul-2013,0,18.9,0,8.9,0,5.2,0,0.0,1024.8,16.470
07-jul-2013,0,23.6,0,14.0,0,14.7,0,0.0,1029.8,18.673
08-jul-2013,0,28.2,0,12.0,0,9.7,0,0.0,1030.1,21.587
09-jul-2013,0,23.7,0,13.3,0,10.3,0,0.0,1026.6,22.405
10-jul-2013,0,22.0,0,13.4,0,13.5,0,0.1,1023.9,22.108
11-jul-2013,0,28.0,0,10.5,0,8.2,0,0.0,1021.9,22.792
12-jul-2013,0,26.7,0,11.9,0,9.9,0,0.0,1021.4,23.173
13-jul-2013,0,18.8,0,11.3,0,10.7,0,0.0,1023.5,21.698
14-jul-2013,0,18.2,0,11.4,0,6.9,0,0.0,1022.3,21.612
15-jul-2013,0,19.9,0,14.1,0,12.0,0,0.0,1020.4,20.632
16-jul-2013,0,22.8,0,14.4,0,13.9,0,0.0,1020.3,20.975
17-jul-2013,0,24.6,0,13.1,0,9.7,0,0.0,1022.6,22.190
18-jul-2013,0,24.8,0,11.8,0,9.5,0,0.0,1024.4,22.677
19-jul-2013,0,28.6,0,13.1,0,11.5,0,0.1,1022.0,23.967
20-jul-2013,0,28.0,0,12.8,0,9.7,0,0.0,1018.7,24.028
21-jul-2013,0,21.4,0,11.1,0,7.5,0,0.0,1015.2,21.915
22-jul-2013,0,24.6,0,12.1,0,9.8,0,1.2,1009.9,21.455
23-jul-2013,0,21.6,0,14.9,0,12.6,0,6.6,1005.6,20.533
24-jul-2013,0,20.4,0,14.5,0,12.2,0,11.5,1003.3,18.905
25-jul-2013,0,21.4,0,12.8,0,12.9,0,4.8,1004.7,20.345
26-jul-2013,0,22.9,0,12.3,0,10.3,0,0.8,1005.2,20.225
27-jul-2013,0,21.9,0,12.6,0,9.0,0,0.1,1001.4,19.890
28-jul-2013,0,22.6,0,11.6,0,8.2,0,1.2,996.8,19.847
29-jul-2013,0,19.3,0,11.1,0,7.6,0,5.0,1001.2,19.085
30-jul-2013,0,17.9,0,9.4,0,4.4,0,4.3,1005.3,18.220
31-jul-2013,0,17.5,0,7.3,0,4.1,0,18.6,1003.1,16.612
01-aug-2013,0,20.9,0,17.2,0,14.8,0,16.0,995.1,18.030
02-aug-2013,0,19.7,0,12.6,0,13.1,0,0.8,993.8,18.142
03-aug-2013,0,18.7,0,11.1,0,9.3,0,1.0,1002.5,17.438
04-aug-2013,0,19.5,0,10.2,0,6.8,0,0.0,1007.5,17.862
05-aug-2013,0,16.7,0,6.3,0,3.2,0,0.0,1008.7,17.160
06-aug-2013,0,18.6,0,10.8,0,7.5,0,0.5,1009.2,17.460
07-aug-2013,0,19.1,0,9.3,0,12.1,0,0.3,1011.5,18.278
08-aug-2013,0,20.7,0,9.0,0,6.4,0,3.7,1010.2,17.403
09-aug-2013,0,16.2,0,12.1,0,11.0,0,1.9,1014.4,17.202
10-aug-2013,0,17.5,0,11.3,0,9.2,0,0.1,1016.2,17.218
11-aug-2013,0,15.9,0,10.9,0,7.3,0,2.4,1013.1,16.235
12-aug-2013,0,15.9,0,11.0,0,9.2,0,5.5,1014.3,16.425
13-aug-2013,0,17.4,0,11.8,0,11.4,0,1.3,1016.7,17.015
14-aug-2013,2,19.0,2,11.7,0,8.8,0,5.3,1012.2,17.147
15-aug-2013,0,20.3,0,13.0,4, ,0,3.1,1006.2,17.370
16-aug-2013,0,19.3,0,12.2,0,10.6,0,0.8,1006.6,16.972
17-aug-2013,0,20.1,0,11.6,0,13.1,0,3.2,999.2,17.210
18-aug-2013,0,16.2,0,10.8,0,9.0,0,1.3,1003.6,15.870
19-aug-2013,0,19.2,0,11.4,0,8.6,0,0.0,1014.5,16.317
20-aug-2013,0,18.6,0,13.2,0,11.8,0,5.2,1016.2,16.115
21-aug-2013,0,19.1,0,14.1,0,13.8,0,0.7,1013.7,16.843
22-aug-2013,0,19.0,0,12.9,0,10.5,0,0.4,1011.4,16.855
23-aug-2013,0,17.4,0,11.8,0,12.2,0,2.9,1008.8,16.635
24-aug-2013,0,15.8,0,11.7,0,8.3,0,3.8,1010.5,15.677
25-aug-2013,0,16.7,0,12.5,0,11.0,0,0.5,1015.5,16.325
26-aug-2013,0,17.5,0,11.8,0,11.6,0,0.2,1017.7,16.312
27-aug-2013,0,15.9,0,10.6,0,11.4,0,1.1,1018.5,16.763
28-aug-2013,0,18.5,0,9.9,0,6.2,0,0.0,1018.2,16.410
29-aug-2013,0,19.4,0,14.1,0,12.0,0,0.4,1014.3,17.177
30-aug-2013,0,18.8,0,10.5,0,12.7,0,2.2,1015.1,16.600
31-aug-2013,0,15.2,0,9.3,0,7.8,0,1.2,1024.0,14.795
01-sep-2013,0,18.0,0,11.3,0,10.6,0,0.0,1024.8,15.307
02-sep-2013,0,21.5,0,14.5,0,13.6,0,0.4,1021.8,17.005
03-sep-2013,0,17.5,0,12.0,0,8.3,0,0.0,1019.4,16.480
04-sep-2013,0,20.6,0,10.4,0,8.7,0,8.7,1012.5,15.285
05-sep-2013,0,14.9,0,3.6,0,0.3,0,0.4,1010.8,14.413
06-sep-2013,0,14.6,0,2.4,0,-0.2,0,0.1,1010.8,13.118
07-sep-2013,0,11.3,0,8.4,0,1.9,0,18.1,1008.4,12.060
08-sep-2013,0,14.6,0,7.4,0,9.0,0,14.4,1009.1,13.215
09-sep-2013,0,15.5,0,7.2,0,4.8,0,0.6,1017.1,13.642
10-sep-2013,0,15.7,0,11.2,0,9.9,0,0.1,1023.7,14.425
11-sep-2013,0,15.9,0,11.8,0,11.1,0,3.0,1020.5,14.995
12-sep-2013,0,17.4,0,9.2,0,13.8,0,5.3,1014.2,15.235
13-sep-2013,0,14.1,0,4.4,0,5.7,0,0.5,1016.2,13.535
14-sep-2013,0,16.6,0,4.5,0,1.0,0,1.1,1013.0,13.562
15-sep-2013,0,15.6,0,6.9,0,8.9,0,12.5,1001.4,13.997
16-sep-2013,0,12.4,0,6.7,0,5.2,0,9.7,998.3,11.700
17-sep-2013,0,10.9,0,7.6,0,6.7,0,6.9,995.2,11.988
18-sep-2013,0,12.7,0,8.0,0,7.6,0,0.8,1001.9,12.135
19-sep-2013,0,15.7,0,8.0,0,7.1,0,7.0,1003.2,12.740
20-sep-2013,0,18.2,0,9.8,0,8.6,0,0.0,1011.3,13.745
21-sep-2013,0,21.0,0,12.5,0,9.4,0,0.1,1015.0,14.525
22-sep-2013,0,22.2,0,14.4,0,13.9,0,0.0,1019.5,16.265
23-sep-2013,0,21.0,0,13.4,0,9.1,0,0.0,1016.0,15.927
24-sep-2013,0,17.4,0,14.4,0,13.1,0,0.1,1010.8,15.892
25-sep-2013,0,16.2,0,12.4,0,14.0,0,0.5,1008.0,15.552
26-sep-2013,0,16.1,0,12.2,0,7.0,0,3.4,1009.8,14.637
27-sep-2013,0,18.9,0,10.6,0,10.2,0,0.0,1008.2,15.115
28-sep-2013,0,21.5,0,10.1,0,5.9,0,0.0,1004.2,15.177
29-sep-2013,0,18.3,0,11.9,0,8.8,0,0.2,1001.7,14.547
30-sep-2013,0,16.5,0,13.0,0,7.8,0,0.4,999.2,14.208
01-oct-2013,0,16.0,0,13.6,0,13.3,0,8.0,997.7,14.632
02-oct-2013,0,20.2,0,14.9,0,13.5,0,5.7,995.7,15.440
03-oct-2013,0,18.9,0,12.9,0,12.9,0,4.8,995.6,15.452
04-oct-2013,0,15.0,0,11.0,0,10.1,0,1.2,1003.0,14.955
05-oct-2013,0,18.7,0,9.8,0,5.6,0,0.0,1012.0,14.415
06-oct-2013,0,19.7,0,14.2,0,13.1,0,0.0,1014.0,15.540
07-oct-2013,0,18.0,0,14.2,0,14.6,0,4.6,1012.5,15.722
08-oct-2013,0,14.7,0,10.0,0,10.0,0,0.6,1018.5,14.608
09-oct-2013,0,11.8,0,7.3,0,7.9,0,0.4,1021.6,12.613
10-oct-2013,0,11.9,0,2.5,0,1.3,0,0.0,1025.3,10.725
11-oct-2013,0,14.2,0,-1.3,0,-3.6,0,0.0,1026.2,9.845
12-oct-2013,0,12.0,0,1.2,0,-1.2,0,0.0,1022.1,9.983
13-oct-2013,0,13.5,0,6.1,0,9.6,0,0.0,1015.6,11.672
14-oct-2013,0,14.9,0,0.8,0,0.3,0,0.0,1010.7,11.012
15-oct-2013,0,14.2,0,-0.7,0,-2.1,0,0.0,1006.7,9.426
16-oct-2013,0,12.9,0,6.9,0,1.2,0,14.3,1000.8,10.920
17-oct-2013,0,16.0,0,2.7,0,-0.1,0,0.2,1003.8,10.550
18-oct-2013,0,14.0,0,12.0,0,9.0,0,2.2,999.0,11.827
19-oct-2013,0,16.4,0,9.7,0,11.5,0,2.5,990.9,12.528
20-oct-2013,0,14.4,0,7.2,0,5.7,0,3.4,990.7,11.852
21-oct-2013,0,14.3,0,7.7,0,3.4,0,3.3,988.4,11.575
22-oct-2013,0,16.4,0,11.3,0,10.2,0,1.1,979.9,12.585
23-oct-2013,0,11.9,0,3.0,0,6.8,0,3.3,990.8,11.350
24-oct-2013,0,14.3,0,-0.6,0,-1.4,0,3.3,1001.0,9.573
25-oct-2013,0,16.5,0,10.4,0,3.1,0,14.8,992.0,12.445
26-oct-2013,0,12.6,0,8.6,0,6.6,0,7.3,986.9,11.245
27-oct-2013,0,13.9,0,7.7,0,6.1,0,11.6,977.4,10.245
28-oct-2013,0,11.6,0,7.7,0,5.9,0,6.7,988.0,10.003
29-oct-2013,0,11.2,0,4.4,0,3.8,0,3.7,1004.6,9.110
30-oct-2013,0,12.5,0,2.3,0,1.3,0,4.1,1004.2,8.660
31-oct-2013,0,11.8,0,4.2,0,-0.3,0,7.6,1004.2,8.300
01-nov-2013,0,11.5,0,-0.8,0,0.3,0,0.1,999.3,7.899
02-nov-2013,0,8.7,0,-0.9,0,-1.6,0,9.6,985.7,7.060
03-nov-2013,0,11.3,0,-1.9,0,3.0,0,2.6,991.6,7.242
04-nov-2013,0,10.1,0,-2.6,0,-4.9,0,1.8,989.9,5.834
05-nov-2013,0,8.8,0,3.6,0,-0.3,0,6.3,987.5,6.947
06-nov-2013,0,7.8,0,2.2,0,4.1,0,0.5,992.7,6.887
07-nov-2013,0,10.8,0,0.4,0,-0.6,0,4.8,995.1,5.854
08-nov-2013,0,8.6,0,0.9,0,0.7,0,2.4,997.2,5.863
09-nov-2013,0,7.7,0,0.8,0,-0.1,0,4.9,1000.2,5.477
10-nov-2013,0,11.1,0,-1.4,0,-1.6,0,4.5,1008.5,5.230
11-nov-2013,0,13.4,0,6.1,0,-1.1,0,0.8,1010.8,8.650
12-nov-2013,0,10.9,0,2.0,0,0.7,0,0.6,1022.9,6.864
13-nov-2013,0,10.5,0,1.0,0,0.2,0,6.8,1020.5,6.541
